what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1224611674749
executed,command,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui.antShortcut.run,1224611677156
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224611677171
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224611678187
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1224611681765
activated,editor,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui.internal.editor.AntEditor,1224611706124
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224611708468
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224611709406
closed,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224611709484
stopped,bundle,com.vmware.bfg.ivd,0.8.0,com.vmware.bfg.ivd,1224611710109
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1224611710109
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1224611710109
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1224611710109
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1224611710124
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1224611710124
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.301.v200805140145,org.eclipse.jst.server.websphere.core,1224611710124
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1224611710124
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1224611710124
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1224611710124
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1224611710124
stopped,bundle,org.eclipse.mylyn.pde.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.pde.ui,1224611710124
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080603,org.eclipse.pde.api.tools.ui,1224611710124
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080530-1200,org.eclipse.pde.runtime,1224611710124
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,org.eclipse.pde.ui.templates,1224611710124
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1224611710140
